0,0,0,1,0,load
0,1,1,3,0,load
0,2,2,0,0,load
0,3,3,3,0,load
0,4,4,0,0,load
0,5,5,2,0,load
0,6,6,3,0,load
0,7,7,1,0,load
0,8,8,0,0,load
0,9,9,1,0,load
0,10,10,4,0,load
0,11,11,3,0,load
0,12,12,4,0,load
0,13,13,4,0,load
0,14,14,4,0,load
0,15,15,1,0,load
0,16,16,3,0,load
0,17,17,3,0,load
0,18,18,0,0,load
0,19,19,0,0,load
0,0,0,1,0,blocked
0,1,1,3,0,blocked
0,2,2,0,0,blocked
0,3,3,3,0,blocked
0,4,4,0,0,blocked
0,5,5,2,0,blocked
0,6,6,3,0,blocked
0,7,7,1,0,blocked
0,8,8,0,0,blocked
0,9,9,1,0,blocked
0,10,10,4,0,blocked
0,11,11,3,0,blocked
0,12,12,4,0,blocked
0,13,13,4,0,blocked
0,14,14,4,0,blocked
0,15,15,1,0,blocked
0,16,16,3,0,blocked
0,17,17,3,0,blocked
0,18,18,0,0,blocked
0,19,19,0,0,blocked
101,0,0,1,0,unblocked
101,1,1,3,0,unblocked
101,1,1,3,0,branch_from
101,1,1,3,0,branch_to
101,2,2,0,0,unblocked
101,3,3,3,0,unblocked
101,3,3,3,0,branch_from
101,3,3,3,0,branch_to
101,4,4,0,0,unblocked
101,5,5,2,0,unblocked
101,6,6,3,0,unblocked
101,6,6,3,0,branch_from
101,6,6,3,0,branch_to
101,7,7,1,0,unblocked
101,8,8,0,0,unblocked
101,9,9,1,0,unblocked
101,10,10,4,0,unblocked
101,11,11,3,0,unblocked
101,11,11,3,0,branch_from
101,11,11,3,0,branch_to
101,12,12,4,0,unblocked
101,13,13,4,0,unblocked
101,14,14,4,0,unblocked
101,15,15,1,0,unblocked
101,16,16,3,0,unblocked
101,16,16,3,0,branch_from
101,16,16,3,0,branch_to
101,17,17,3,0,unblocked
101,17,17,3,0,branch_from
101,17,17,3,0,branch_to
101,18,18,0,0,unblocked
101,19,19,0,0,unblocked
601,4,4,0,500,branch_from
601,4,4,0,1402,branch_to
601,8,8,0,500,branch_from
601,8,8,0,1402,branch_to
601,19,19,0,500,branch_from
601,19,19,0,1402,branch_to
602,4,4,0,1402,blocked
602,8,8,0,1402,blocked
602,10,10,4,501,branch_from
602,10,10,4,0,branch_to
