0,0,0,0,1,out
0,0,1,0,1,out
0,0,2,0,1,out
0,0,3,0,1,out
0,0,4,0,1,out
0,0,5,0,1,out
0,0,6,0,1,out
0,0,7,0,1,out
0,0,8,0,1,out
0,0,9,0,1,out
0,1,0,1,3,out
0,1,1,1,3,out
0,1,2,1,3,out
0,1,3,1,3,out
0,1,4,1,3,out
0,1,5,1,3,out
0,1,6,1,3,out
0,1,7,1,3,out
0,1,8,1,3,out
0,1,9,1,3,out
0,2,0,2,0,out
0,2,1,2,0,out
0,2,2,2,0,out
0,2,3,2,0,out
0,2,4,2,0,out
0,2,5,2,0,out
0,2,6,2,0,out
0,2,7,2,0,out
0,2,8,2,0,out
0,2,9,2,0,out
0,3,0,3,3,out
0,3,1,3,3,out
0,3,2,3,3,out
0,3,3,3,3,out
0,3,4,3,3,out
0,3,5,3,3,out
0,3,6,3,3,out
0,3,7,3,3,out
0,3,8,3,3,out
0,3,9,3,3,out
0,4,0,4,0,out
0,4,1,4,0,out
0,4,2,4,0,out
0,4,3,4,0,out
0,4,4,4,0,out
0,4,5,4,0,out
0,4,6,4,0,out
0,4,7,4,0,out
0,4,8,4,0,out
0,4,9,4,0,out
0,5,0,5,2,out
0,5,1,5,2,out
0,5,2,5,2,out
0,5,3,5,2,out
0,5,4,5,2,out
0,5,5,5,2,out
0,5,6,5,2,out
0,5,7,5,2,out
0,5,8,5,2,out
0,5,9,5,2,out
0,6,0,6,3,out
0,6,1,6,3,out
0,6,2,6,3,out
0,6,3,6,3,out
0,6,4,6,3,out
0,6,5,6,3,out
0,6,6,6,3,out
0,6,7,6,3,out
0,6,8,6,3,out
0,6,9,6,3,out
0,7,0,7,1,out
0,7,1,7,1,out
0,7,2,7,1,out
0,7,3,7,1,out
0,7,4,7,1,out
0,7,5,7,1,out
0,7,6,7,1,out
0,7,7,7,1,out
0,7,8,7,1,out
0,7,9,7,1,out
0,8,0,8,0,out
0,8,1,8,0,out
0,8,2,8,0,out
0,8,3,8,0,out
0,8,4,8,0,out
0,8,5,8,0,out
0,8,6,8,0,out
0,8,7,8,0,out
0,8,8,8,0,out
0,8,9,8,0,out
0,9,0,9,1,out
0,9,1,9,1,out
0,9,2,9,1,out
0,9,3,9,1,out
0,9,4,9,1,out
0,9,5,9,1,out
0,9,6,9,1,out
0,9,7,9,1,out
0,9,8,9,1,out
0,9,9,9,1,out
0,10,0,10,4,out
0,10,1,10,4,out
0,10,2,10,4,out
0,10,3,10,4,out
0,10,4,10,4,out
0,10,5,10,4,out
0,10,6,10,4,out
0,10,7,10,4,out
0,10,8,10,4,out
0,10,9,10,4,out
0,11,0,11,3,out
0,11,1,11,3,out
0,11,2,11,3,out
0,11,3,11,3,out
0,11,4,11,3,out
0,11,5,11,3,out
0,11,6,11,3,out
0,11,7,11,3,out
0,11,8,11,3,out
0,11,9,11,3,out
0,12,0,12,4,out
0,12,1,12,4,out
0,12,2,12,4,out
0,12,3,12,4,out
0,12,4,12,4,out
0,12,5,12,4,out
0,12,6,12,4,out
0,12,7,12,4,out
0,12,8,12,4,out
0,12,9,12,4,out
0,13,0,13,4,out
0,13,1,13,4,out
0,13,2,13,4,out
0,13,3,13,4,out
0,13,4,13,4,out
0,13,5,13,4,out
0,13,6,13,4,out
0,13,7,13,4,out
0,13,8,13,4,out
0,13,9,13,4,out
0,14,0,14,4,out
0,14,1,14,4,out
0,14,2,14,4,out
0,14,3,14,4,out
0,14,4,14,4,out
0,14,5,14,4,out
0,14,6,14,4,out
0,14,7,14,4,out
0,14,8,14,4,out
0,14,9,14,4,out
0,15,0,15,1,out
0,15,1,15,1,out
0,15,2,15,1,out
0,15,3,15,1,out
0,15,4,15,1,out
0,15,5,15,1,out
0,15,6,15,1,out
0,15,7,15,1,out
0,15,8,15,1,out
0,15,9,15,1,out
0,16,0,16,3,out
0,16,1,16,3,out
0,16,2,16,3,out
0,16,3,16,3,out
0,16,4,16,3,out
0,16,5,16,3,out
0,16,6,16,3,out
0,16,7,16,3,out
0,16,8,16,3,out
0,16,9,16,3,out
0,17,0,17,3,out
0,17,1,17,3,out
0,17,2,17,3,out
0,17,3,17,3,out
0,17,4,17,3,out
0,17,5,17,3,out
0,17,6,17,3,out
0,17,7,17,3,out
0,17,8,17,3,out
0,17,9,17,3,out
0,18,0,18,0,out
0,18,1,18,0,out
0,18,2,18,0,out
0,18,3,18,0,out
0,18,4,18,0,out
0,18,5,18,0,out
0,18,6,18,0,out
0,18,7,18,0,out
0,18,8,18,0,out
0,18,9,18,0,out
0,19,0,19,0,out
0,19,1,19,0,out
0,19,2,19,0,out
0,19,3,19,0,out
0,19,4,19,0,out
0,19,5,19,0,out
0,19,6,19,0,out
0,19,7,19,0,out
0,19,8,19,0,out
0,19,9,19,0,out
0,0,0,0,1,coming
0,0,1,0,1,coming
0,1,0,1,3,coming
0,1,1,1,3,coming
0,2,0,2,0,coming
0,2,1,2,0,coming
0,3,0,3,3,coming
0,3,1,3,3,coming
0,4,0,4,0,coming
0,4,1,4,0,coming
0,5,0,5,2,coming
0,5,1,5,2,coming
0,6,0,6,3,coming
0,6,1,6,3,coming
0,7,0,7,1,coming
0,7,1,7,1,coming
0,8,0,8,0,coming
0,8,1,8,0,coming
0,9,0,9,1,coming
0,9,1,9,1,coming
0,10,0,10,4,coming
0,10,1,10,4,coming
0,11,0,11,3,coming
0,11,1,11,3,coming
0,12,0,12,4,coming
0,12,1,12,4,coming
0,13,0,13,4,coming
0,13,1,13,4,coming
0,14,0,14,4,coming
0,14,1,14,4,coming
0,15,0,15,1,coming
0,15,1,15,1,coming
0,16,0,16,3,coming
0,16,1,16,3,coming
0,17,0,17,3,coming
0,17,1,17,3,coming
0,18,0,18,0,coming
0,18,1,18,0,coming
0,19,0,19,0,coming
0,19,1,19,0,coming
100,0,0,0,1,in
100,0,1,0,1,in
100,1,0,1,3,in
100,1,1,1,3,in
100,2,0,2,0,in
100,2,1,2,0,in
100,3,0,3,3,in
100,3,1,3,3,in
100,4,0,4,0,in
100,4,1,4,0,in
100,5,0,5,2,in
100,5,1,5,2,in
100,6,0,6,3,in
100,6,1,6,3,in
100,7,0,7,1,in
100,7,1,7,1,in
100,8,0,8,0,in
100,8,1,8,0,in
100,9,0,9,1,in
100,9,1,9,1,in
100,10,0,10,4,in
100,10,1,10,4,in
100,11,0,11,3,in
100,11,1,11,3,in
100,12,0,12,4,in
100,12,1,12,4,in
100,13,0,13,4,in
100,13,1,13,4,in
100,14,0,14,4,in
100,14,1,14,4,in
100,15,0,15,1,in
100,15,1,15,1,in
100,16,0,16,3,in
100,16,1,16,3,in
100,17,0,17,3,in
100,17,1,17,3,in
100,18,0,18,0,in
100,18,1,18,0,in
100,19,0,19,0,in
100,19,1,19,0,in
356,0,0,0,1,going
356,2,0,2,0,going
356,4,0,4,0,going
356,5,0,5,2,going
356,7,0,7,1,going
356,8,0,8,0,going
356,9,0,9,1,going
356,10,0,10,4,going
356,12,0,12,4,going
356,13,0,13,4,going
356,14,0,14,4,going
356,15,0,15,1,going
356,18,0,18,0,going
356,19,0,19,0,going
357,1,0,1,3,going
357,3,0,3,3,going
357,6,0,6,3,going
357,11,0,11,3,going
357,16,0,16,3,going
357,17,0,17,3,going
370,0,2,0,1,coming
370,2,2,2,0,coming
370,4,2,4,0,coming
370,5,2,5,2,coming
370,7,2,7,1,coming
370,8,2,8,0,coming
370,9,2,9,1,coming
370,10,2,10,4,coming
370,12,2,12,4,coming
370,13,2,13,4,coming
456,0,0,0,1,out
456,2,0,2,0,out
456,4,0,4,0,out
456,5,0,5,2,out
456,7,0,7,1,out
456,8,0,8,0,out
456,9,0,9,1,out
456,10,0,10,4,out
456,12,0,12,4,out
456,13,0,13,4,out
456,14,0,14,4,out
456,15,0,15,1,out
456,18,0,18,0,out
456,19,0,19,0,out
457,1,0,1,3,out
457,3,0,3,3,out
457,6,0,6,3,out
457,11,0,11,3,out
457,16,0,16,3,out
457,17,0,17,3,out
460,14,2,14,4,coming
460,15,2,15,1,coming
460,18,2,18,0,coming
460,19,2,19,0,coming
461,1,2,1,3,coming
461,3,2,3,3,coming
461,6,2,6,3,coming
461,11,2,11,3,coming
461,16,2,16,3,coming
461,17,2,17,3,coming
470,0,2,0,1,in
470,2,2,2,0,in
470,4,2,4,0,in
470,5,2,5,2,in
470,7,2,7,1,in
470,8,2,8,0,in
470,9,2,9,1,in
470,10,2,10,4,in
470,12,2,12,4,in
470,13,2,13,4,in
560,14,2,14,4,in
560,15,2,15,1,in
560,18,2,18,0,in
560,19,2,19,0,in
561,1,2,1,3,in
561,3,2,3,3,in
561,6,2,6,3,in
561,11,2,11,3,in
561,16,2,16,3,in
561,17,2,17,3,in
601,4,5,4,0,coming
601,4,1,4,0,going
601,8,5,8,0,coming
601,8,1,8,0,going
601,19,5,19,0,coming
601,19,1,19,0,going
602,4,0,4,0,coming
602,8,0,8,0,coming
602,10,0,10,4,coming
602,12,0,12,4,coming
602,13,0,13,4,coming
602,14,0,14,4,coming
602,19,0,19,0,coming
603,10,2,10,4,going
603,12,2,12,4,going
603,13,2,13,4,going
603,14,2,14,4,going
612,0,1,0,1,going
612,2,1,2,0,going
612,5,1,5,2,going
612,7,1,7,1,going
612,9,1,9,1,going
612,15,1,15,1,going
612,18,1,18,0,going
613,1,1,1,3,going
613,3,1,3,3,going
613,6,1,6,3,going
613,11,1,11,3,going
613,16,1,16,3,going
613,17,1,17,3,going
701,4,1,4,0,out
701,4,5,4,0,in
701,8,1,8,0,out
701,8,5,8,0,in
701,19,1,19,0,out
701,19,5,19,0,in
701,1,3,1,3,coming
701,3,3,3,3,coming
701,6,3,6,3,coming
702,4,0,4,0,in
702,8,0,8,0,in
702,10,0,10,4,in
702,12,0,12,4,in
702,13,0,13,4,in
702,14,0,14,4,in
702,19,0,19,0,in
703,10,2,10,4,out
703,12,2,12,4,out
703,13,2,13,4,out
703,14,2,14,4,out
712,0,1,0,1,out
712,2,1,2,0,out
712,5,1,5,2,out
712,7,1,7,1,out
712,9,1,9,1,out
712,15,1,15,1,out
712,18,1,18,0,out
713,1,1,1,3,out
713,3,1,3,3,out
713,6,1,6,3,out
713,11,1,11,3,out
713,16,1,16,3,out
713,17,1,17,3,out
730,0,3,0,1,coming
730,2,3,2,0,coming
730,5,3,5,2,coming
730,7,3,7,1,coming
730,9,3,9,1,coming
730,15,3,15,1,coming
730,18,3,18,0,coming
731,11,3,11,3,coming
731,16,3,16,3,coming
731,17,3,17,3,coming
800,4,2,4,0,going
800,8,2,8,0,going
800,19,2,19,0,going
801,1,3,1,3,in
801,3,3,3,3,in
801,6,3,6,3,in
830,0,3,0,1,in
830,2,3,2,0,in
830,5,3,5,2,in
830,7,3,7,1,in
830,9,3,9,1,in
830,15,3,15,1,in
830,18,3,18,0,in
831,11,3,11,3,in
831,16,3,16,3,in
831,17,3,17,3,in
833,4,1,4,0,coming
833,4,5,4,0,going
833,8,1,8,0,coming
833,8,5,8,0,going
833,19,1,19,0,coming
833,19,5,19,0,going
868,0,2,0,1,going
868,2,2,2,0,going
868,5,2,5,2,going
868,7,2,7,1,going
868,9,2,9,1,going
868,15,2,15,1,going
868,18,2,18,0,going
869,1,2,1,3,going
869,3,2,3,3,going
869,6,2,6,3,going
869,11,2,11,3,going
869,16,2,16,3,going
869,17,2,17,3,going
880,0,4,0,1,coming
880,2,4,2,0,coming
880,5,4,5,2,coming
880,7,4,7,1,coming
900,4,2,4,0,out
900,8,2,8,0,out
900,19,2,19,0,out
910,9,4,9,1,coming
910,15,4,15,1,coming
910,18,4,18,0,coming
933,4,1,4,0,in
933,4,5,4,0,out
933,8,1,8,0,in
933,8,5,8,0,out
933,19,1,19,0,in
933,19,5,19,0,out
941,1,4,1,3,coming
941,3,4,3,3,coming
941,6,4,6,3,coming
968,0,2,0,1,out
968,2,2,2,0,out
968,5,2,5,2,out
968,7,2,7,1,out
968,9,2,9,1,out
968,15,2,15,1,out
968,18,2,18,0,out
969,1,2,1,3,out
969,3,2,3,3,out
969,6,2,6,3,out
969,11,2,11,3,out
969,16,2,16,3,out
969,17,2,17,3,out
971,11,4,11,3,coming
971,16,4,16,3,coming
971,17,4,17,3,coming
980,0,4,0,1,in
980,2,4,2,0,in
980,5,4,5,2,in
980,7,4,7,1,in
1010,9,4,9,1,in
1010,15,4,15,1,in
1010,18,4,18,0,in
1041,1,4,1,3,in
1041,3,4,3,3,in
1041,6,4,6,3,in
1071,11,4,11,3,in
1071,16,4,16,3,in
1071,17,4,17,3,in
1089,4,0,4,0,going
1089,8,0,8,0,going
1089,19,0,19,0,going
1124,0,3,0,1,going
1124,2,3,2,0,going
1124,5,3,5,2,going
1124,7,3,7,1,going
1124,9,3,9,1,going
1124,15,3,15,1,going
1124,18,3,18,0,going
1125,1,3,1,3,going
1125,3,3,3,3,going
1125,6,3,6,3,going
1125,11,3,11,3,going
1125,16,3,16,3,going
1125,17,3,17,3,going
1150,0,5,0,1,coming
1150,2,5,2,0,coming
1150,5,5,5,2,coming
1150,7,5,7,1,coming
1150,9,5,9,1,coming
1150,15,5,15,1,coming
1150,18,5,18,0,coming
1151,1,5,1,3,coming
1151,3,5,3,3,coming
1151,6,5,6,3,coming
1189,4,0,4,0,out
1189,8,0,8,0,out
1189,19,0,19,0,out
1211,11,5,11,3,coming
1211,16,5,16,3,coming
1211,17,5,17,3,coming
1224,0,3,0,1,out
1224,2,3,2,0,out
1224,5,3,5,2,out
1224,7,3,7,1,out
1224,9,3,9,1,out
1224,15,3,15,1,out
1224,18,3,18,0,out
1225,1,3,1,3,out
1225,3,3,3,3,out
1225,6,3,6,3,out
1225,11,3,11,3,out
1225,16,3,16,3,out
1225,17,3,17,3,out
1229,4,5,4,0,coming
1229,4,2,4,0,coming
1229,8,5,8,0,coming
1229,8,2,8,0,coming
1229,19,5,19,0,coming
1229,19,2,19,0,coming
1230,0,0,0,1,coming
1230,0,4,0,1,going
1230,7,0,7,1,coming
1230,7,4,7,1,going
1230,9,0,9,1,coming
1230,9,4,9,1,going
1230,15,0,15,1,coming
1230,15,4,15,1,going
1231,0,1,0,1,coming
1231,7,1,7,1,coming
1231,9,1,9,1,coming
1250,0,5,0,1,in
1250,2,5,2,0,in
1250,5,5,5,2,in
1250,7,5,7,1,in
1250,9,5,9,1,in
1250,15,5,15,1,in
1250,18,5,18,0,in
1250,0,5,0,1,going
1250,7,5,7,1,going
1250,9,5,9,1,going
1250,15,5,15,1,going
1251,1,5,1,3,in
1251,3,5,3,3,in
1251,6,5,6,3,in
1311,11,5,11,3,in
1311,16,5,16,3,in
1311,17,5,17,3,in
1329,4,2,4,0,in
1329,4,5,4,0,in
1329,8,2,8,0,in
1329,8,5,8,0,in
1329,19,2,19,0,in
1329,19,5,19,0,in
1330,0,0,0,1,in
1330,0,4,0,1,out
1330,7,0,7,1,in
1330,7,4,7,1,out
1330,9,0,9,1,in
1330,9,4,9,1,out
1330,15,0,15,1,in
1330,15,4,15,1,out
1330,15,1,15,1,coming
1331,0,1,0,1,in
1331,7,1,7,1,in
1331,9,1,9,1,in
1345,4,3,4,0,coming
1345,4,1,4,0,going
1345,4,5,4,0,going
1345,8,3,8,0,coming
1345,8,1,8,0,going
1345,8,5,8,0,going
1345,19,3,19,0,coming
1345,19,1,19,0,going
1345,19,5,19,0,going
1350,0,5,0,1,out
1350,7,5,7,1,out
1350,9,5,9,1,out
1350,15,5,15,1,out
1380,2,4,2,0,going
1380,5,4,5,2,going
1380,18,4,18,0,going
1381,1,4,1,3,going
1381,3,4,3,3,going
1381,6,4,6,3,going
1381,11,4,11,3,going
1381,16,4,16,3,going
1381,17,4,17,3,going
1390,2,6,2,0,coming
1390,5,6,5,2,coming
1390,18,6,18,0,coming
1391,1,6,1,3,coming
1430,15,1,15,1,in
1445,4,1,4,0,out
1445,4,3,4,0,in
1445,4,5,4,0,out
1445,8,1,8,0,out
1445,8,3,8,0,in
1445,8,5,8,0,out
1445,19,1,19,0,out
1445,19,3,19,0,in
1445,19,5,19,0,out
1451,3,6,3,3,coming
1451,6,6,6,3,coming
1451,11,6,11,3,coming
1451,16,6,16,3,coming
